temperature,humidity,co2,crop_type,crop_stage,risk_score
25.98685661204493,63.61735698828815,1011.9221345251731,tomato,vegetative,0.2317142616614641
30.092119425632102,62.658466252766644,791.4657607627048,tomato,vegetative,0.39582720231671287
30.316851262029566,72.67434729152909,732.631403516262,tomato,vegetative,0.4644413158328838
26.17024017434386,60.365823071875376,733.5675616074358,tomato,vegetative,0.22636504771524346
24.96784908626414,45.86719755342202,418.7705418717418,tomato,vegetative,0.7020536960290998
21.75084988303611,54.87168879665576,928.5618331488184,tomato,vegetative,0.3049420127962141
20.367903697915157,50.87696298664709,1216.4121922303884,tomato,vegetative,0.604476761920522
23.096894798053857,65.67528204687923,493.8129534466358,tomato,vegetative,0.4256339937790142
21.82246910189927,66.10922589709867,562.2516056444242,tomato,vegetative,0.3683128369896666
25.502792073382686,58.99361310081195,777.0765625516808,tomato,vegetative,0.19755106206621362
21.593173551082412,83.52278184508938,846.6256938155166,tomato,vegetative,0.48746343359316435
19.769156284176397,73.22544912103189,544.7890875072444,tomato,vegetative,0.4942687467502863
24.835454380019023,45.403298761202244,517.9534877753924,tomato,vegetative,0.6302126339806231
24.787444943476494,72.3846657999541,892.8420702974927,tomato,vegetative,0.1978211413094784
23.53740687044704,61.98896304410711,480.36950240814315,tomato,vegetative,0.44474691790122506
21.120623166421165,60.393612290402125,1114.280556554729,tomato,vegetative,0.3797458310936265
25.374473158273844,47.36959844637266,931.0209923486988,tomato,vegetative,0.45936508288259886
22.459670878334734,58.23077999694041,1002.919072210217,tomato,vegetative,0.2662092355126435
28.123998089983804,74.31280119116198,640.1956191943403,tomato,vegetative,0.428788568805679
22.76315049659514,68.31263431403563,1093.8862817805898,tomato,vegetative,0.3102424518097678
22.08330304861884,63.14341023336183,573.4162564984929,tomato,vegetative,0.3520614027790561
19.215173503677317,73.12525822394198,1189.0600071427057,tomato,vegetative,0.5420212269591369
23.711959513678664,75.03532897892023,940.4090062619085,tomato,vegetative,0.2733451396816591
21.419520981579502,68.61395605508415,1234.5091416164923,tomato,vegetative,0.49171597881235846
23.856695843560193,80.64643655814007,195.06372397756388,tomato,vegetative,0.8681054894655037
27.287610017500896,65.87047068238171,775.2481623835331,tomato,vegetative,0.22700234609381653
24.36704310614201,45.124310853991076,795.082028040622,tomato,vegetative,0.501660389667985
25.428450286046985,79.77894044741517,720.4324454315881,tomato,vegetative,0.41009195069161886
20.76602558842725,59.982429564154636,1078.8505294255185,tomato,vegetative,0.36178855827495954
25.315004438638738,59.70239796232961,978.316858278339,tomato,vegetative,0.21796471355200345
24.388310197392162,74.68644990532889,674.4867265306619,tomato,vegetative,0.3199563750300428
22.68935141360893,61.078918468678424,484.12126296697033,tomato,vegetative,0.45154695149078233
25.184481108258304,67.6105527217989,851.2783641606152,tomato,vegetative,0.09936617045045334
23.061651466499413,50.84629257949586,744.8386693086602,tomato,vegetative,0.3797487401347695
22.62914193389292,56.97722730778381,809.6785720834977,tomato,vegetative,0.22365420399115127
25.616203427258153,83.8618590121053,893.6444532079597,tomato,vegetative,0.4852538573340872
25.030201562891058,64.25554084233833,370.30719617523965,tomato,vegetative,0.5716108017234176
23.893944498203133,65.60230209941027,1465.8105281213216,tomato,vegetative,0.7288232777071387
23.23055614087551,68.01547342333612,841.3220575736892,tomato,vegetative,0.09031489216797355
19.32528784952187,76.4282281451502,1037.9832581716935,tomato,vegetative,0.4674529616328227
27.164127788172188,55.906125452052606,1200.6985777340249,tomato,vegetative,0.5137301864478055
18.392595748830878,70.8685709380027,1397.6139064524946,tomato,vegetative,0.7530806029465408
20.037854699477247,59.33702270397228,874.9128412719103,tomato,vegetative,0.2893209480209335
21.986097383535203,49.493365689338674,867.1407437015068,tomato,vegetative,0.4085576573811511
19.75078514509558,69.73592430635182,620.1439414415493,tomato,vegetative,0.4002608526301087
30.19973762007016,57.16746707663763,769.4846209485811,tomato,vegetative,0.4485149501381042
27.25406886947868,52.69135683566045,906.8649836510324,tomato,vegetative,0.3762607062703037
29.228571017129713,48.92516765438772,896.158464633076,tomato,vegetative,0.5232922813897466
25.039531176993695,72.81822871777311,540.7623222804796,tomato,vegetative,0.42000542353499076
18.718173547662893,70.21941565616898,924.2461683082965,tomato,vegetative,0.3692352786126958
25.001971401383507,68.46448209496975,679.9938196053773,tomato,vegetative,0.22799205313904486
24.929014788644015,67.93072473298682,671.412145493408,tomato,vegetative,0.23123918690630652
31.463098044579027,69.73832920911788,552.1741256993378,tomato,vegetative,0.6008361124007693
26.62621443453532,55.253183297726785,1046.771150935613,tomato,vegetative,0.37572559347707846
28.634382316029615,56.7931768164829,1090.8440323110804,tomato,vegetative,0.45739824179019667
25.65112370774599,73.2206015999449,1324.198245663487,tomato,vegetative,0.6065895122116924
23.018447535988518,57.4626383564251,627.6213925936191,tomato,vegetative,0.3295365106395665
20.736758860138245,64.22898290585896,935.287993704161,tomato,vegetative,0.23054320997444155
25.106763197320078,73.27183249036024,853.2504729694767,tomato,vegetative,0.2183552126054382
29.814136308629266,62.35343166762044,1530.0422916474047,tomato,vegetative,0.8871499040879064
26.502669391060024,56.42842443583717,582.2768754847219,tomato,vegetative,0.4139073550526774
25.92988966097274,62.76537214674149,1028.500123523023,tomato,vegetative,0.25025204130545137
25.89295049829418,64.27171087343127,638.3015704828988,tomato,vegetative,0.2782216105866015
17.940611101256543,60.53485047932979,1064.099698580868,tomato,vegetative,0.47275776435872646
24.856374976520815,52.542612212880115,893.2952314627955,tomato,vegetative,0.32023327332618834
25.541269518915346,56.16142563798867,888.431276486382,tomato,vegetative,0.2457540296873573
24.232834873784,53.57029702169377,939.4468400870708,tomato,vegetative,0.30506835177329655
26.243138105472937,75.83051243175277,1113.4505130087257,tomato,vegetative,0.4365865502695352
18.489322528171634,55.62174960084877,978.7588168021649,tomato,vegetative,0.4468225248387945
26.055143803648836,70.15047686306048,1813.1828726636804,tomato,vegetative,1.0
26.28356204277267,76.35565640180599,1088.5004408733007,tomato,vegetative,0.4255448266935623
26.60556500522319,61.84730755359654,1039.7423051233168,tomato,vegetative,0.28943227846802877
20.908699141849713,62.63181393259991,728.6591130427241,tomato,vegetative,0.24968542198165072
24.32749655754529,88.14658566673509,383.183701852063,tomato,vegetative,0.8002288561412719
26.745040761498053,48.87284128810349,732.0170335526416,tomato,vegetative,0.4606324431949365
28.355802387869463,65.64280019095463,580.5638055176735,tomato,vegetative,0.4216450057549297
21.138785162960126,71.79597748934675,667.4083420707159,tomato,vegetative,0.3290708420851298
24.8658343583279,65.45571839903813,687.0999130985457,tomato,vegetative,0.20069750800336292
32.5757763573013,71.33919022318011,343.7143533355982,tomato,vegetative,0.8234966981573629
24.74581725907771,58.38213535231612,1063.108333699056,tomato,vegetative,0.3052519991645448
20.8299170462692,63.85263558533101,976.2468197451143,tomato,vegetative,0.25166256220527994
27.463020776680487,52.997035929442234,766.3746910397629,tomato,vegetative,0.38445414208523493
22.100218755356174,58.46670767426288,1291.3635600702742,tomato,vegetative,0.560211234280901
25.61992684384382,52.391160456649544,1079.4654867636941,tomato,vegetative,0.4284589793939739
32.48862478805053,75.32465260551147,470.15750851149664,tomato,vegetative,0.7462194589970192
22.063063708534994,77.66911149186623,673.0826335953049,tomato,vegetative,0.39892735727750595
25.775277712584913,72.74634053429337,618.2673821054793,tomato,vegetative,0.3539633770571791
23.7618985757528,32.58732659930927,593.9030896664276,tomato,vegetative,0.8652514205366435
22.98972739442736,52.52216818035151,1258.1028259829088,tomato,vegetative,0.5784115018568167
18.27943448815747,60.599555133030165,882.6851443215228,tomato,vegetative,0.3801283626831873
29.765093156264463,50.6413784882056,1140.79093803874,tomato,vegetative,0.6165910891584574
24.04093224407835,55.18491348952049,965.5258685658177,tomato,vegetative,0.28089387788021547
24.79623878229388,58.99783122841205,867.4505212475048,tomato,vegetative,0.1596201193111
22.45874561255296,66.13517345251248,1015.5326686302617,tomato,vegetative,0.22060992093342746
30.34406726458141,52.62184501173151,1383.2583436640666,tomato,vegetative,0.8092346408325664
16.19164880190999,63.482149049644164,997.0793016211442,tomato,vegetative,0.5249824404440102
25.12396747094013,58.77300480179406,797.9694374106812,tomato,vegetative,0.18187339270130073
22.02799626136467,59.106352430557884,1062.4005242552562,tomato,vegetative,0.3168977702852009
25.42806194386019,58.070904047393455,1074.8999688583126,tomato,vegetative,0.3301169031596727
25.229198083506436,73.1286211883896,1007.407210480903,tomato,vegetative,0.28640549070352134
20.68401995631171,59.39818959803031,1036.8234012808155,tomato,vegetative,0.33535018418870965
26.44148106173386,64.79098406035853,879.3318458271955,tomato,vegetative,0.15835126756705498
29.110659583153698,59.0842861116417,986.7743452925095,tomato,vegetative,0.3905608401995359
23.191229390264425,62.8231879677278,1124.6942129967974,tomato,vegetative,0.3334931538309194
27.30166539595212,73.13509636000639,1176.3697017885822,tomato,vegetative,0.4838288986643152
24.084015366531037,71.81952971294965,772.433310851636,tomato,vegetative,0.1936948709697673
25.296665409953768,63.698569456323156,874.2489912481795,tomato,vegetative,0.09277477922995922
26.380628101747654,56.81779316766527,1373.096818921365,tomato,vegetative,0.6690252411469054
19.975930474001192,52.85811387212268,1139.527718375017,tomato,vegetative,0.5237081591923806
27.166650775851743,71.24119817052156,1007.08637731607,tomato,vegetative,0.3146468450274644
23.95101290861234,56.02745628514168,868.9511395484316,tomato,vegetative,0.22545285727541903
21.291353153951555,74.7511973341775,813.2356546244654,tomato,vegetative,0.30111125980270986
20.698011212829954,61.78614158347007,953.232863568906,tomato,vegetative,0.2549272587861397
21.7451017887841,56.77779604433569,910.9218028729781,tomato,vegetative,0.26035977981156944
